,names,price,stars,moisturiser,toner,mask,cleanser,exfoliator,oil,serums,hyperpigmantation,sensitive_skin,gluten_free,vegan,oily_skin,dry_skin,day_cream,night,wrinkles,acne,spf,eye_cream,cruelty_free,brand
1975,Slip Reusable Face Covering - Leopard,44.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slip
1976,Chantecaille Gold Recovery Intense Concentrate AM/PM,657.60€,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chantecaille
1977,Murad Age-Balancing Moisture SPF 30,74.50€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,murad
1978,Dermalogica Biolumin C Serum,141.25€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dermalogica
1979,Dermalogica Overnight Repair Serum,73.45€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,dermalogica
1980,Zelens Power E Moisturising and Protecting Serum,101.70€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zelens
1981,ESPA Tri-Active Regenerating Moisture Complex,79.10€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,espa
1982,Kate Somerville Dermal Quench Liquid Lift + Retinol,106.20€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,kate somerville
1983,Zelens Tea Shot Urban Defence Serum,46.30€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zelens
1984,Dermalogica Blackhead Clearing Fizz Mask,21.47€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,dermalogica
1985,Zelens Youth Intelligence Age-Defying Serum,141.20€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,zelens
1986,Chantecaille Blue Light Protection Hyaluronic Serum,160.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chantecaille
1987,ESPA Tri-Active Resilience ProBiome Moisturiser,96.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,espa
1988,BeautyBio The Eyelighter Concentrate 15g,65.54€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beautybio
1989,IT Cosmetics Hello Results Peel Baby-Smooth Glycolic and Oil Facial,54.20€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,it cosmetics
1990,Pacifica Wake Up Beautiful Retinoid Serum,24.86€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pacifica
1991,Lumity Nutrient Rich Skin Savior 4-in-1 Cleanser,67.80€,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lumity
1992,NuBODY by NuFACE,455.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nuface
1993,Omorovicza Cushioning Day Cream,146.90€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,omorovicza
1994,Circumference Active Restorative Moisturizing Cream,124.30€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ren
1995,Susanne Kaufmann Blue Light Multi-Protection Mist,61.00€,4.280228519195615,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,susanne kaufmann
1996,Susanne Kaufmann Purifying Cleansing Gel,36.60€,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,susanne kaufmann
1997,Aurelia London Overnight Recovery Mask 50g,65.50€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aurelia london
1998,Omorovicza Acid Fix,101.70€,4.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,omorovicza
1999,Dermalogica Stress Positive Eye Lift,66.67€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,dermalogica
2000,111SKIN Contour Firming Mask,129.90€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111skin
2001,111SKIN Microbiome Blemish Mask,110.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,111skin
2002,Lancaster Sun Sport Cooling Invisible Mist SPF30,36.16€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,lancaster
2003,111SKIN Exclusive NAC Y2 Recovery Mask,129.90€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111skin
2004,111SKIN Exclusive Rose Quartz Exfoliating Mask,150.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111skin
2005,Susanne Kaufmann Tonic Clarifying,35.00€,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,susanne kaufmann
2006,Chantecaille Bio Lifting Mask -,171.76€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,chantecaille
2007,La Mer Moisturizing Soft Cream (Various Sizes),73.40€,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,la mer
2008,Josh Rosebrook Complete Moisture Cleanse,56.50€,4.2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,josh rosebrook
2009,MV Skintherapy Oxygen Moisturiser,85.80€,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,mv skintherapy
2010,FOREO UFO Mini 2 Device for an Accelerated Mask Treatment (Various Shades),179.60€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,foreo
2011,The Ordinary Natural Moisturizing Factors + HA,10.90€,4.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,the ordinary
2012,The Ordinary Hyaluronic Acid 2% + B5 Supersize Serum,13.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the ordinary
2013,Wishful Eye Lift and Contour Double Peptide Hydrogel Mask 1.5g,4.52€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,wishful
2014,Lanolips Tinted SPF30 Balm - Perfect Nude 12.5g,9.00€,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lanolips
2015,FARMACY Green Clean Make Up Meltaway Cleansing Balm,36.10€,4.78,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,farmacy
2016,Biossance Squalane and Copper Peptide Rapid Plumping Serum,58.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,biossance
2017,Paula's Choice Resist Super-Light Daily Wrinkle Defense SPF30,40.00€,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,paula's choice
2018,Hello Sunday The Everyday One - Face Moisturiser SPF 50,18.00€,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,hello sunday
2019,Caudalie Vinoclean Instant Foaming Cleanser Duo,24.80€,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,caudalie
2020,Sunday Riley C.E.O. 15% Vitamin C Brightening Serum 1.7,113.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sunday riley
2021,Paula's Choice Clear Cleanser,5.00€,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,paula's choice
2022,Dermalogica Daily Microfoliant 13g,15.82€,4.280228519195615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,dermalogica
2023,Medik8 Advanced Night Restore,64.40€,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,medik8
2024,Versed Doctor's Visit Instant Resurfacing Mask,18.60€,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,versed
2025,Medik8 Crystal Retinal 3 Serum,53.10€,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medik8
2026,Caudalie Vinopure Purifying Gel Cleanser,18.00€,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,caudalie
2027,Caudalie Vinoclean Instant Foaming Cleanser,8.48€,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,caudalie
2028,La Roche-Posay Anthelios Sun Intolerance SPF 50+,22.60€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,la roche-posay
2029,NUXE Huile Prodigieuse Golden Shimmer Multi Usage Dry Oil,21.30€,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,nuxe
2030,The Ordinary Ethylated Ascorbic Acid 15% Solution,18.60€,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,the ordinary
2031,Versed Silk Slip Conditioning Lip Oil,10.10€,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,slip
2032,La Roche-Posay Thermal Spring Water,7.91€,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,la roche-posay
2033,Dr Dennis Gross Skincare C+Collagen Deep Cream,87.00€,4.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,dr dennis gross
2034,Paula's Choice Omega+ Complex Cleansing Balm,28.00€,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,paula's choice
2035,LANEIGE Lip Treatment Balm 10g,24.86€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,laneige
2036,La Roche-Posay Toleriane Dermallergo Night Cream for Sensitive Skin,22.60€,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,la roche-posay
2037,Emma Hardie Professional Cleansing Cloths (3 Pack),20.30€,4.71,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,emma
2038,Zitsticka Skin Discipline Skin Clarifying Supplement 106g,40.60€,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,zitsticka
2039,MARA Chia + Moringa Algae Enzyme Cleansing Oil,54.00€,4.280228519195615,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2040,Elemis Superfood Facial Wash,31.60€,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,elemis
2041,Kopari Beauty Coconut Spritz Mist,15.80€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,kopari beauty
2042,REN Clean Skincare Evercalm Gentle Cleansing Gel,28.20€,4.67,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ren clean skincare
2043,Dr Dennis Gross Skincare Alpha Beta Extra Strength Daily Peel (Pack of 60),153.68€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ren
2044,Dr. Dennis Gross Skincare Advanced Retinol + Ferulic Overnight Texture Renewal Peel,89.20€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dr. dennis gross skincare
2045,Paula's Choice Clear Ultra-Light Daily Mattifying Fluid SPF 30+,40.00€,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,paula's choice
2046,Live Tinted Rays Copper Eye Masks,21.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,live tinted
2047,Fresh Sugar Lip Treatment Sunscreen SPF 15,22.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fresh
2048,Dr Dennis Gross Hyaluronic Marine Dew it Right Eye Gel,65.50€,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,dr dennis gross
2049,Shiseido Refreshing Cleansing Sheets,20.90€,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,fresh
2050,Paula's Choice C15 Super Booster,56.00€,4.45,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,paula's choice
2051,Aesop Protective Lip Balm SPF30 5.5g,14.60€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aesop
2052,Odacité Crystal Contour Gua Sha - Green Aventurine,46.00€,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,odacité
2053,RANAVAT Kansa Wand: Ayurvedic Facial Massage Tool,85.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ranavat
2054,Versed Recovery Mode Advanced Night Cream,29.00€,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,versed
2055,Dr Dennis Gross C+ Collagen Perfect Skin Set & Refresh Mist,37.20€,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,fresh
2056,PIXI Vitamin Wakeup Mist,18.00€,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,pixi
2057,PIXI Milky Tonic,20.30€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pixi
2058,Medik8 Crystal Retinal 6,70.00€,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,medik8
2059,PIXI Retinol Tonic,11.30€,4.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pixi
2060,Dermalogica Pure Light SPF 50 - PowerBright TRx,73.45€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,dermalogica
2061,Pixi Clarity Cleanser,20.30€,4.280228519195615,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,pixi
2062,Aesop In Two Minds Facial Toner,44.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aesop
2063,Dr. Levy R3 Cell Matrix Mask,79.50€,4.78,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2064,Dermalogica Intensive Moisture Cleanser,39.55€,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dermalogica
2065,NCLA Beauty Sugar Peach Lip Scrub,18.00€,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ncla beauty
2066,Too Faced Lip Injection Power Plumping Luxury Balm,20.30€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,too faced
2067,Paula's Choice Clear Purifying Clay Mask,32.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,paula's choice
2068,Sarah Chapman Skinesis Professional Cleansing Mitts x 4,22.60€,3.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,sarah chapman
2069,FOREO Manuka Honey Revitalising Sheet Face Mask (3 Pack),15.70€,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,foreo
2070,Caudalie Gentle Buffing Cream,23.70€,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,caudalie
2071,Tweezerman Precision Folding Razor,14.60€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,tweezerman
2072,Murad Nutrient-Charged Water Gel,62.10€,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,murad
2073,Dr Dennis Gross Hyaluronic Marine Hydrating Modeling Mask,53.10€,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,dr dennis gross
2074,NOURISHED3 Application Brush,19.20€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2075,La Mer The Treatment Lotion,113.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,la mer
2076,Buttah Skin Vitamin C Serum,37.20€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,buttah skin
2077,Medik8 The CSA Bakuchiol Edition Kit,140.10€,4.280228519195615,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,medik8
2078,Medik8 Press and Glow Tonic Refill,25.90€,5.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medik8
2079,Medik8 C-Tetra Eye Serum,22.60€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,medik8
2080,Aesop In Two Minds Facial Cleanser,39.50€,4.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,aesop
2081,La Roche-Posay Effaclar 3-Step Anti Blemish System,39.55€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,la roche-posay
2082,Shiseido Men's Total Revitalizer Light Fluid,80.00€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,shiseido
2083,Elemis Pro-Collagen Eye Renewal,81.30€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,elemis
2084,Lovinah Blue Butterfly Stem Cell Hydration Mask,76.80€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,lovinah
2085,Dermalogica Daily Superfoliant,20.34€,4.280228519195615,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,dermalogica
2086,Too Faced Lip Injection Extreme - Tangerine Dream,24.80€,4.280228519195615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,too faced
